neutral,output,control,function,positions,multi_allowed,social_context,context,slangs
Usne reply ka wait karwaya,"Usne reply ka wait karwaya, scene tight",ASSERT_ANXIETY,intensifier,END,False,Peer / Anxious,Waiting response,scene tight
Lecture ka content kaafi useful tha,"Lecture ka content kaafi useful tha, kaam ka",ASSERT_POSITIVE,slang_eval,END,False,Peer / Casual,Academics,kaam ka
Kal ka plan thoda messy ho gaya,"Kal ka plan thoda messy ho gaya, scene off",ASSERT_NEGATIVE,idiom,END,False,Peer / Casual,Social plan,scene off
Internet ka speed aaj decent hai,"Internet ka speed aaj decent hai, chill",ASSERT_NEUTRAL,positive_eval,END,False,Peer / Casual,Tech issue,chill
Uska reaction thoda over tha,"Uska reaction thoda over tha, drama",ASSERT_NEGATIVE,slang_eval,END,False,Peer / Casual,Social interaction,drama
Aaj ka kaam smooth chal raha hai,"Aaj ka kaam smooth chal raha hai, sorted",ASSERT_POSITIVE,closure_marker,END,False,Peer / Happy,Work,sorted
Match ka first half kaafi slow tha,"Match ka first half kaafi slow tha, pakau",ASSERT_NEGATIVE,negative_eval,END,False,Peer / Casual,Sports talk,pakau
Usne baat ko clearly explain kiya,"Usne baat ko clearly explain kiya, on point",ASSERT_POSITIVE,slang_eval,END,False,Peer / Casual,Communication,on point
Phone ka signal baar baar ja raha hai,"Kya yaar, phone ka signal baar baar ja raha hai",ASSERT_FRUSTRATION,filler,START,False,Peer / Annoyed,Device issue,kya yaar
Aaj ka din kaafi balanced laga,"Aaj ka din kaafi balanced laga, sahi gaya",ASSERT_NEUTRAL,affirmation,END,False,Peer / Casual,Daily routine,sahi gaya
Usne pressure mein bhi calm raha,"Usne pressure mein bhi calm raha, solid",ASSERT_POSITIVE,positive_eval,END,False,Peer / Casual,Appreciation,solid
Meeting ka agenda clear nahi tha,"Meeting ka agenda clear nahi tha, unclear",ASSERT_CONFUSION,lexical_insertion,END,False,Peer / Serious,Work update,unclear
Kal ka dinner scene average tha,Kal ka dinner scene theek thaak tha,ASSERT_NEUTRAL,eval,END,False,Peer / Casual,Food review,theek thaak
Usne plan last minute drop kar diya,"Kya yaar, usne plan last minute drop kar diya",ASSERT_FRUSTRATION,filler,START,False,Peer / Annoyed,Social,kya yaar
Aaj weather thoda dull sa hai,"Aaj weather thoda dull sa hai, off",ASSERT_NEUTRAL,slang_eval,END,False,Peer / Casual,Weather,off
Uska suggestion kaafi useful nikla,"Uska suggestion kaafi useful nikla, on point",ASSERT_POSITIVE,slang_eval,END,False,Peer / Casual,Feedback,on point
Abhi clarity milna thoda tough hai,Abhi clarity milna thoda tough hai bhai,ASSERT_CONFUSION,filler,END,False,Peer / Serious,Decision,bhai
Train ka delay thoda irritating tha,"Train ka delay thoda irritating tha, scene off",ASSERT_FRUSTRATION,idiom,END,False,Peer / Annoyed,Travel issue,scene off
Usne kaam bina fuss ke kar diya,"Usne kaam bina fuss ke kar diya, smooth",ASSERT_POSITIVE,slang_eval,END,False,Peer / Casual,Work,smooth
Aaj ka schedule kaafi packed hai,"Aaj ka schedule kaafi packed hai, scene tight",REQUEST_URGENCY,intensifier,END,False,Peer / Serious,Planning,scene tight
Mood thoda unstable sa lag raha hai,"Mood thoda unstable sa lag raha hai, off",ASSERT_NEUTRAL,slang_eval,END,False,Peer / Concerned,Emotional state,off
Usne directly point pe baat ki,"Usne directly point pe baat ki, seedha",ASSERT_NEUTRAL,descriptor,END,False,Peer / Neutral,Social,seedha
Aaj ka kaam bina delay ke ho gaya,"Aaj ka kaam bina delay ke ho gaya, smooth",ASSERT_POSITIVE,slang_eval,END,False,Peer / Happy,Work,smooth
Kal ka test expectation se better gaya,"Kal ka test expectation se better gaya, sahi gaya",ASSERT_HAPPY,affirmation,END,False,Peer / Happy,Academics,sahi gaya
Usne situation ko unnecessarily complicate kiya,"Usne situation ko unnecessarily complicate kiya, drama",ASSERT_NEGATIVE,slang_eval,END,False,Peer / Casual,Social,drama
Phone ki battery aaj surprisingly bachi,"Phone ki battery aaj surprisingly bachi, sorted",ASSERT_POSITIVE,closure_marker,END,False,Peer / Casual,Device issue,sorted
Abhi thoda patience rakhna hoga,Abhi thoda patience rakhna hoga bhai,REQUEST_NEUTRAL,softener,END,False,Peer / Serious,Situation,bhai
Aaj ka kaam priority pe hai,"Aaj ka kaam priority pe hai, scene tight",REQUEST_URGENCY,intensifier,END,False,Peer / Serious,Work,scene tight
Usne baat ko halka le liya,Usne baat ko chill maar liya,ASSERT_NEUTRAL,softener,MIDDLE,False,Peer / Casual,Social,chill maar
Kal ka experience kaafi memorable tha,"Kal ka experience kaafi memorable tha, jhakaas",ASSERT_HAPPY,positive_eval,END,False,Peer / Happy,Daily life,jhakaas
Uska explanation thoda weak laga,"Uska explanation thoda weak laga, weak",ASSERT_NEGATIVE,slang_eval,END,False,Peer / Serious,Discussion,weak
Aaj traffic normal se kam tha,"Aaj traffic normal se kam tha, chill",ASSERT_NEUTRAL,positive_eval,END,False,Peer / Casual,Commute,chill
Usne kaam ko smartly manage kiya,"Usne kaam ko smartly manage kiya, smooth",ASSERT_POSITIVE,slang_eval,END,False,Peer / Casual,Appreciation,smooth
Thoda sa adjustment karna padega,"Thoda sa adjustment karna padega, scene hai",ASSERT_NEUTRAL,idiom,END,False,Peer / Casual,Compromise,scene hai
Aaj ka din thoda exhausting raha,"Aaj ka din thoda exhausting raha, watt lag gayi",ASSERT_STRESS,idiom,END,False,Peer / Tired,Daily routine,watt lag gayi
Usne feedback kaafi honestly diya,"Usne feedback kaafi honestly diya, on point",ASSERT_POSITIVE,slang_eval,END,False,Peer / Casual,Feedback,on point
Abhi final call lena baaki hai,Abhi final call lena baaki hai bhai,ASSERT_CONFUSION,filler,END,False,Peer / Serious,Decision,bhai
Kal ka discussion kaafi insightful tha,"Kal ka discussion kaafi insightful tha, kaam ka",ASSERT_POSITIVE,slang_eval,END,False,Peer / Casual,Work,kaam ka
Phone ka storage almost full ho gaya,Phone ka storage almost full ho gaya yaar,ASSERT_FRUSTRATION,filler,END,False,Peer / Annoyed,Device issue,yaar
Uska reply thoda dry tha,"Uska reply thoda dry tha, off",ASSERT_NEGATIVE,slang_eval,END,False,Peer / Casual,Social,off
Aaj weather kaafi comfortable hai,"Aaj weather kaafi comfortable hai, mast",ASSERT_POSITIVE,positive_eval,END,False,Peer / Casual,Weather,mast
Usne kaam bina complaint ke kar diya,"Usne kaam bina complaint ke kar diya, smooth",ASSERT_POSITIVE,slang_eval,END,False,Peer / Casual,Work,smooth
Usne sara credit khud le liya.,"Gajab scene hai, usne sara credit khud le liya.",ASSERT_FRUSTRATION,idiom,START,False,Peer/Annoyed,Office Politics,Gajab scene hai
Yeh naya app kaafi fast hai.,Yeh naya app kaafi makkhan hai.,ASSERT_POSITIVE,slang_eval,END,False,Peer/Happy,Tech,makkhan
Aaj jaldi uthna padega.,"Aaj jaldi uthna padega, waat lagne wali hai.",ASSERT_STRESS,idiom,END,False,Peer/Serious,Routine,waat lagne wali hai
Tumne video dekha?,"Kya bawal video hai, tumne dekha?",ASSERT_HAPPY,intensifier,START,False,Peer/Curious,Social Media,kya bawal
Project ka deadline kal hi hai.,Project ka gaand-faad deadline kal hi hai.,REQUEST_URGENCY,intensifier,MIDDLE,False,Peer/Urgent,Academic,gaand-faad
Pizza bohot swadisht tha.,Pizza ekdum cut-to-cut badiya tha.,ASSERT_POSITIVE,positive_eval,END,False,Friend/Casual,Food,cut-to-cut
Salary abhi tak nahi aayi.,"Dukhi aatma ban gaya hoon, salary abhi tak nahi aayi.",ASSERT_SADNESS,filler,START,False,Peer/Sad,Finance,dukhi aatma
Woh hamesha show-off karta hai.,Woh hamesha pheku giri karta hai.,ASSERT_NEGATIVE,slang_eval,MIDDLE,False,Peer/Tense,Criticism,pheku
Meeting boring hone wali hai.,"Meeting boring hone wali hai, pakaayega woh.",ASSERT_NEGATIVE,negative_eval,END,False,Peer/Tired,Work,pakaayega
Chalo bahar ghumte hain.,Chalo bahar gedi maarte hain.,REQUEST_NEUTRAL,cultural_marker,END,False,Peer/Social,Outing,gedi maarte hain
Usne situation sambhal li.,"Usne situation sambhal li, banda pira hai.",ASSERT_POSITIVE,slang_eval,END,False,Peer/Happy,Appreciation,pira
Wifi kaam nahi kar raha.,Wifi ekdum kachra ho gaya hai.,ASSERT_FRUSTRATION,slang_eval,MIDDLE,False,Peer/Annoyed,Tech Issue,kachra
Party mein maza aayega.,Party mein tabahi maza aayega!,ASSERT_HAPPY,intensifier,END,False,Peer/Excited,Event,tabahi
Shopping ke liye paise nahi hain.,"Kangaal ho gaya hoon, shopping ke paise nahi hain.",ASSERT_SADNESS,filler,START,False,Friend/Casual,Money,kangaal
Uska style acha hai.,Uska style ekdum katil hai.,ASSERT_POSITIVE,intensifier,MIDDLE,False,Peer/Casual,Compliment,katil
Movie ka climax acha tha.,Movie ka climax ekdum sir-fira tha.,ASSERT_POSITIVE,positive_eval,END,False,Peer/Casual,Review,sir-fira
Yeh raasta shortcut hai.,Yeh raasta ekdum jugaad wala shortcut hai.,ASSERT_NEUTRAL,cultural_marker,MIDDLE,False,Peer/Neutral,Travel,jugaad
Exam ke liye darr lag raha hai.,Exam ke liye fatti padi hai bhai.,EXPRESS_STRESS,idiom,END,False,Peer/Anxious,Student Life,fatti padi hai
Usne breakup kar liya.,"Usne breakup kar liya, uska kat gaya.",ASSERT_SADNESS,idiom,END,False,Peer/Sad,Relationship,kat gaya
Boss gusse mein hai.,"Boss aaj thoda khiska hua hai, bach ke reh.",ASSERT_WARNING,slang_eval,MIDDLE,False,Peer/Tense,Work,khiska hua
Usne saara kaam akele kar liya.,"Usne saara kaam akele kar liya, banda baap hai.",ASSERT_POSITIVE,slang_eval,END,False,Peer/Happy,Appreciation,baap
Yeh laptop kaafi hang ho raha hai.,"Yeh laptop kaafi hang ho raha hai, ekdum kachra hai.",ASSERT_FRUSTRATION,slang_eval,END,False,Peer/Annoyed,Tech Issue,kachra
Aaj jaldi nikalna padega.,"Palti maarte hain, aaj jaldi nikalna padega.",REQUEST_URGENCY,idiom,START,False,Peer/Urgent,Travel,palti maarte hain
Khana thoda zyada spicy tha.,Khana thoda gaand-faad spicy tha.,ASSERT_NEGATIVE,intensifier,MIDDLE,False,Friend/Casual,Food Review,gaand-faad
Boss aaj gusse mein lag raha hai.,Boss aaj thoda khiska hua lag raha hai.,ASSERT_WARNING,slang_eval,MIDDLE,False,Peer/Tense,Work,khiska hua
Uska dimaag kharab ho gaya hai.,Uska dimaag satak gaya hai.,ASSERT_NEGATIVE,idiom,END,False,Peer/Annoyed,Criticism,satak gaya
Party mein maza aane wala hai.,"Party mein maza aane wala hai, ekdum tabahi!",ASSERT_HAPPY,intensifier,END,False,Peer/Excited,Event,tabahi
Salary aane mein abhi waqt hai.,"Kangaali chal rahi hai, salary aane mein waqt hai.",ASSERT_SADNESS,filler,START,False,Peer/Sad,Finance,kangaali
Yeh idea kaam kar jayega.,"Yeh idea kaam kar jayega, solid hai.",ASSERT_POSITIVE,positive_eval,END,False,Peer/Happy,Discussion,solid
Usne baat ghumane ki koshish ki.,"Zyada shana mat ban, baat mat ghuma.",ASSERT_NEUTRAL,descriptor,MIDDLE,False,Peer/Neutral,Social,shana
Coffee bohot kadak thi.,"Coffee bohot kadak thi, neend udd gayi.",ASSERT_POSITIVE,idiom,END,False,Peer/Casual,Food,neend udd gayi
Project finish ho gaya.,"Project finish ho gaya, khatam, bye-bye.",ASSERT_POSITIVE,closure_marker,END,False,Peer/Happy,Work,khatam|bye-bye
Traffic ne dimaag kharab kar diya.,"Bheja fry ho gaya, traffic ne dimaag kharab kar diya.",ASSERT_FRUSTRATION,idiom,START,False,Peer/Annoyed,Commute,bheja fry
Uska look kaafi acha hai.,Uska look ekdum zeher hai.,ASSERT_HAPPY,slang_eval,END,False,Friend/Social,Compliment,zeher
Zyada tension mat lo.,"Chill maar, zyada tension mat lo.",REQUEST_NEUTRAL,softener,START,False,Friend/Relaxed,Advice,chill maar
Yeh phone purana ho gaya hai.,"Yeh phone purana ho gaya hai, ekdum dabba hai.",ASSERT_NEUTRAL,slang_eval,END,False,Peer/Casual,Device,dabba
Usne sab kuch kharab kar diya.,Usne sab raita faila diya.,ASSERT_FRUSTRATION,idiom,END,False,Peer/Tense,Blaming,raita faila diya
Woh hamesha jhoot bolta hai.,Woh ek number ka pheku hai.,ASSERT_NEGATIVE,slang_eval,MIDDLE,False,Peer/Casual,Criticism,pheku
Presentation thodi lambi ho gayi.,"Presentation thodi lambi ho gayi, pakaau thi.",ASSERT_NEGATIVE,negative_eval,END,False,Peer/Tired,Work,pakaau
Aaj mausam bohot pyara hai.,Aaj weather ki alag hi vibe hai.,ASSERT_POSITIVE,lexical_insertion,MIDDLE,False,Peer/Happy,Weather,vibe
Meeting ka result zero raha.,"Meeting ka result kuch nahi nikla, thullu mila.",ASSERT_NEGATIVE,slang_eval,END,False,Peer/Annoyed,Work,thullu
Usne surprise kharab kar diya.,"Usne surprise kharab kar diya, popat ho gaya.",ASSERT_SADNESS,idiom,END,False,Peer/Sad,Social,popat
Movie ka action zabardast tha.,Movie ka action ekdum faadu tha.,ASSERT_HAPPY,positive_eval,MIDDLE,False,Peer/Excited,Review,faadu
Yeh kaam mushkil lag raha hai.,Yeh kaam thoda tedhi kheer hai.,ASSERT_STRESS,idiom,END,False,Peer/Tense,Work,tedhi kheer
Usne bina puche decision liya.,"Apni dhun mein, usne bina puche decision le liya.",ASSERT_FRUSTRATION,descriptor,START,False,Peer/Annoyed,Conflict,apni dhun mein
Khana thik thak tha.,Khana thoda average tha.,ASSERT_NEUTRAL,eval,END,False,Peer/Casual,Food Review,average
Usne cheating karke exam pass kiya.,Usne jugaad karke exam pass kar liya.,ASSERT_NEUTRAL,cultural_marker,MIDDLE,False,Peer/Curious,Academic,jugaad
Aaj mood bohot fresh hai.,Aaj mood ekdum sorted hai.,ASSERT_POSITIVE,closure_marker,END,False,Peer/Happy,Emotional,sorted
Usne help karne se mana kar diya.,Maine pucha par usne kaat diya.,ASSERT_SADNESS,idiom,END,False,Peer/Sad,Refusal,kaat diya
Yeh dress tumpe achi lag rahi hai.,Yeh dress tumpe ekdum jach rahi hai.,ASSERT_HAPPY,intensifier,MIDDLE,False,Friend/Close,Compliment,ekdum
Kal ka plan fix hai?,"Kya scene hai, kal ka plan fix hai?",REQUEST_NEUTRAL,info_opener,START,False,Peer/Curious,Planning,kya scene hai
Wifi ki speed bohot slow hai.,Wifi ki speed ekdum raddi hai.,ASSERT_FRUSTRATION,slang_eval,END,False,Peer/Annoyed,Tech Issue,raddi
Usne smart answer diya.,Usne kaafi smooth answer diya.,ASSERT_POSITIVE,slang_eval,END,False,Peer/Casual,Appreciation,smooth
Party mein bohot bheed thi.,Party mein bohot mach-mach thi.,ASSERT_NEGATIVE,slang_eval,END,False,Peer/Tired,Event Review,mach-mach
Usne galti maan li.,"Usne galti maan li, seedha banda hai.",ASSERT_NEUTRAL,descriptor,END,False,Peer/Neutral,Social,seedha
Kal ka dinner kaafi mehnga tha.,Kal ka dinner karke pocket dhili ho gayi.,ASSERT_NEGATIVE,idiom,END,False,Peer/Casual,Food,pocket dhili
Game ka graphix bohot acha hai.,Game ka graphics ekdum next level hai.,ASSERT_HAPPY,intensifier,END,False,Peer/Excited,Tech,next level
Usne hamesha ki tarah nakhre dikhaye.,Usne phir se drama shuru kar diya.,ASSERT_NEGATIVE,slang_eval,END,False,Peer/Annoyed,Criticism,drama
Aaj ka din thoda boring gaya.,Aaj ka din thoda off raha.,ASSERT_NEUTRAL,slang_eval,END,False,Peer/Casual,Routine,off
Usne project time pe submit kiya.,Uska submission ekdum on point tha.,ASSERT_POSITIVE,slang_eval,END,False,Peer/Happy,Work,on point
Battery khatam hone wali hai.,Battery ab bol gayi.,ASSERT_FRUSTRATION,idiom,END,False,Peer/Urgent,Device,bol gayi
Uska house party kaafi acha tha.,Party ekdum paisa vasool thi.,ASSERT_HAPPY,idiom,END,False,Peer/Happy,Social,paisa vasool
Usne line maarne ki koshish ki.,Usne uspe hie maarne ki koshish kar raha tha.,REQUEST_NEUTRAL,cultural_informal,MIDDLE,False,Peer/Curious,Social,hit maarne ki
Woh bohot darta hai.,Woh ek number ka fattu hai.,ASSERT_NEUTRAL,negative_eval,END,False,Peer/Casual,Description,fattu
Usne jaldi mein kaam kiya.,Usne kaam on the fly nipta diya.,ASSERT_NEUTRAL,discourse_marker,MIDDLE,False,Peer/Casual,Work,on the fly
Aaj thodi thand zyada hai.,Aaj kadak thand hai.,ASSERT_NEUTRAL,intensifier,MIDDLE,False,Peer/Casual,Weather,kadak
Usne call uthana band kar diya.,"Usne call nahi uthaya, scene off hai.",ASSERT_FRUSTRATION,idiom,END,False,Peer/Anxious,Conflict,scene off
Tum bohot mehnat kar rahe ho.,"Respect, tum bohot mehnat kar rahe ho.",ASSERT_POSITIVE,positive_eval,START,False,Peer/Happy,Appreciation,respect
Usne seedha mana kar diya.,Usne blunt hokar mana kar diya.,ASSERT_NEUTRAL,descriptor,END,False,Peer/Neutral,Social,blunt
Aaj kaam ka bohot pressure hai.,Aaj kaam ki wajah se waat lagi padi hai.,ASSERT_STRESS,idiom,END,False,Peer/Tired,Work,waat lagi padi hai
Kal ka viva bahut tough tha.,"Bhai kal ka viva bahut tough tha, watt lag gayi.",ASSERT_STRESS,idiom,START|END,True,Peer/Tired,Academics,Bhai|watt lag gayi
Usne saari coding khud ki.,"Slay, usne saari coding khud ki, banda pro hai.",ASSERT_HAPPY,slang_eval,START|END,True,Peer/Appreciation,Tech Project,Slay|pro
Assignment copy mat karo.,"Oye, assignment copy mat kar, scene ho jayega.",ASSERT_WARNING,filler,START|MIDDLE,True,Peer/Serious,Academic,Oye|scene
Result kal aane wala hai.,"Yaar result kal aane wala hai, fatti padi hai.",ASSERT_ANXIETY,idiom,START|END,True,Peer/Anxious,Result,Yaar|fatti padi hai
Lecture bahut boring tha.,"Yaar, aaj ka lecture toh pakau tha, neend aa rahi thi.",ASSERT_NEGATIVE,negative_eval,START|END,True,Peer/Tired,Feedback,Pakau|neend aa rahi thi
Notes share kar do.,"Bhai notes share kar do, jaldi chahiye.",REQUEST_URGENCY,softener,START|END,True,Peer/Urgent,Study,Bhai|jaldi
Group project ka kaam baki hai.,"Scene tight hai, group project ka kaam baki hai yaar.",ASSERT_STRESS,intensifier,START|END,True,Peer/Serious,Project,Scene tight|yaar
Usne scholarship jeet li.,"Bohot hard, usne scholarship jeet li, next level hai!",ASSERT_HAPPY,intensifier,START|END,True,Peer/Excited,Appreciation,Bohot hard|next level
Library mein shanti rakho.,"Bhai, library mein shanti rakho, thoda chill maar.",REQUEST_NEUTRAL,softener,START|END,True,Peer/Tense,Conduct,Chill maar|bhai
Attendance kam hai meri.,"Waat lag gayi, attendance kam hai meri, scene off hai.",ASSERT_SADNESS,idiom,START|END,True,Peer/Anxious,Problem,Waat lag gayi|scene off
Professor ne extra class li.,"Kya yaar, professor ne extra class li, dimaag kharab ho gaya.",ASSERT_FRUSTRATION,filler,START|END,True,Peer/Annoyed,Announcement,Kya yaar|dimaag kharab
Presentation on point thi.,"Solid, presentation ekdum smooth thi.",ASSERT_POSITIVE,slang_eval,START|END,True,Peer/Happy,Review,Solid|smooth
Kuch samajh nahi aa raha.,"Bhai kuch samajh nahi aa raha, funda clear nahi hai.",ASSERT_CONFUSION,lexical_insertion,START|END,True,Peer/Serious,Confusion,Bhai|funda clear
Proxy laga dena meri.,"Bhai proxy laga dena meri, scene set ho jayega.",REQUEST_NEUTRAL,cultural_marker,START|END,True,Peer/Casual,Favor,Bhai|scene set
Exam cancel ho gaya.,"Mauj ho gayi, exam cancel ho gaya, bindaas!",ASSERT_HAPPY,positive_eval,START|END,True,Peer/Excited,News,Mauj|bindaas
Lab manual submit karni hai.,"Jaldi lab manual submit karni hai, scene tight hai.",REQUEST_URGENCY,urgency_marker,START|END,True,Peer/Serious,Reminder,Jaldi|scene tight
Usne top kiya class mein.,"Respect, usne top kiya class mein, banda baap hai.",ASSERT_POSITIVE,positive_eval,START|END,True,Peer/Happy,Appreciation,Respect|baap
Coding mein error aa raha hai.,"Kya kachra hai, coding mein error aa raha hai yaar.",ASSERT_FRUSTRATION,slang_eval,START|END,True,Peer/Frustrated,Problem,Kya kachra hai|yaar
Kal chhuti hai college ki.,"Sahi hai, kal chhuti hai college ki, scene set!",ASSERT_HAPPY,closure_marker,START|END,True,Peer/Happy,Holiday,Sahi hai|scene set
Internships milna mushkil hai.,"Bhai, internships milna mushkil hai, watt lag rahi hai.",ASSERT_STRESS,idiom,START|END,True,Peer/Serious,Discussion,Bhai|watt lag rahi hai
Quiz bahut achanak tha.,"Oye, quiz bahut achanak tha, sabka popat ho gaya.",ASSERT_NEGATIVE,idiom,START|END,True,Peer/Annoyed,Feedback,Oye|popat
Revision shuru karni hogi.,"Abhi revision shuru karni hogi, scene tight hai.",REQUEST_URGENCY,intensifier,START|END,True,Peer/Serious,Study,Abhi|scene tight
